"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5188","@Login LetsShop test","","2026-03-15","passed","2026-03-15","","LetsShop.spec.js","",""
